cpu_percent,ram_percent,disk_read_Bps,disk_write_Bps,net_in_Bps,net_out_Bps
12.2,30.3,0,970752,222,200
12.3,30.3,32768,2650112,392,268
12.1,30.3,0,26427392,352,248
11.9,30.3,0,753664,1657920,29268
12.0,30.3,0,552960,312,114
11.8,30.3,0,757760,0,0
11.8,30.3,0,684032,196,134
23.5,30.0,0,1372160,196,134
22.7,30.0,0,786432,294931,13586
11.0,30.1,0,614400,2493885,32265
12.4,30.1,0,692224,0,0
12.8,30.1,0,548864,0,0
12.1,30.1,0,614400,110,134
12.0,30.2,0,704512,702,1285
12.2,30.2,0,618496,456,401
12.0,30.2,0,544768,274171,7044
11.2,30.2,0,552960,2769276,36079
18.2,30.2,0,548864,152,98
17.9,30.2,0,598016,0,0
12.6,30.2,0,552960,372,491
11.9,30.3,0,548864,156,114
12.2,30.3,0,544768,21950,832
11.9,30.3,0,552960,352,354
12.4,30.2,0,684032,395,1015
12.5,30.2,0,1003520,88,0
12.6,30.2,0,1011712,0,0
12.0,30.2,0,1605632,110,134
12.6,30.2,0,1552384,282,134
11.5,30.2,0,1568768,0,0
12.6,30.2,0,1011712,0,0
11.8,30.1,0,1003520,0,0
10.9,30.1,0,1011712,0,0
13.9,30.2,32768,20975616,196,134
14.5,30.1,0,790528,392,268
12.7,30.1,0,761856,282,381
12.5,30.1,0,688128,66,0
12.3,30.1,0,684032,0,0
11.5,30.1,0,692224,0,0
12.6,30.1,0,622592,66,141
12.5,30.1,0,839680,262,220
12.4,30.1,0,692224,156,114
12.2,30.1,0,618496,392,268
12.4,30.1,0,544768,509,363
11.7,30.2,0,577536,221,501
11.4,30.1,0,618496,0,0
13.3,30.2,0,1024000,0,0
13.8,30.2,0,552960,9132,523
13.3,30.2,0,618496,198,134
12.6,30.2,0,614400,172,161
12.3,30.2,0,565248,250,431
12.2,30.2,0,618496,0,0
13.0,30.2,0,614400,86,161
12.6,30.1,0,552960,0,0
21.9,30.1,0,548864,7147,10522
11.6,30.1,0,581632,925,474
11.8,30.1,0,552960,0,0
12.9,30.1,0,618496,0,0
11.7,30.1,0,806912,0,0
13.9,30.1,0,1560576,5143,10904
30.4,30.3,57344,2072576,46959,43422
28.8,30.4,0,1064960,114570,28974
12.7,30.3,0,1011712,3411943,38026
10.7,30.3,0,1007616,352,248
12.0,30.3,0,1003520,86,98
11.6,30.3,65536,24047616,0,86
13.5,30.3,0,757760,346,115
13.1,30.3,0,684032,589,1158
10.8,30.3,0,761856,353,249
12.0,30.3,0,757760,86,106
12.1,30.3,0,1433600,0,0
14.9,30.3,0,622592,178,6478
12.4,30.4,0,757760,1219,234
10.0,30.4,0,753664,110,134
11.5,30.4,0,552960,478,268
12.7,30.5,0,786432,282,295
19.8,30.5,0,684032,0,0
12.3,30.5,0,552960,396,1236
30.5,30.7,61440,552960,64238,23521
30.5,30.8,32768,544768,1981834,43773
13.6,30.8,0,724992,196,134
12.4,30.8,0,618496,394,472
12.7,30.8,0,544768,392,268
11.2,30.8,0,815104,2325353,36950
12.4,30.6,0,1110016,0,0
13.9,30.6,0,1011712,471,1321
14.4,30.6,0,1011712,88,0
22.0,30.6,0,1007616,390,363
27.4,30.3,0,2142208,324,196
14.1,30.3,0,1011712,280684,7589
12.8,30.3,0,1396736,0,0
11.9,30.3,0,1613824,0,0
13.5,30.3,0,1011712,0,0
13.9,30.3,0,1011712,353,249
13.5,30.3,0,1105920,392,268
14.0,30.4,2785280,21667840,589,1360
13.6,30.4,0,880640,88,0
13.9,30.4,0,1118208,0,0
12.5,30.4,0,761856,696,110
12.8,30.4,0,757760,0,110
12.8,30.4,0,753664,262,220
13.5,30.4,0,696320,6589,593
12.8,30.4,0,688128,478,379
23.4,30.4,0,684032,352,248
14.5,30.5,0,708608,0,0
12.6,30.4,0,618496,393,1168
14.2,30.4,0,1028096,88,0
12.2,30.5,0,552960,336,248
13.6,30.4,0,548864,110,134
14.3,30.4,0,614400,86,0
12.2,30.4,0,622592,516,259
12.8,30.4,0,655360,0,106
13.5,30.4,0,544768,258,322
11.7,30.3,0,552960,196,134
12.2,30.3,0,659456,656,651
12.4,30.3,0,544768,434,295
11.5,30.3,0,958464,66,86
13.6,30.3,0,1007616,0,0
13.0,30.3,0,1003520,0,0
12.1,30.3,0,1011712,157,115
12.5,30.3,0,1556480,855,1272
14.4,30.3,0,1470464,198,176
12.2,30.3,0,1011712,478,379
9.0,30.3,0,1007616,352,248
32.4,30.3,0,1818624,38217,35532
19.8,30.4,155648,48934912,2696862,52964
23.8,30.4,0,765952,0,0
11.5,30.4,0,753664,652,1414
11.6,30.3,0,761856,196,134
12.3,30.3,0,688128,0,0
11.3,30.3,0,684032,0,0
12.4,30.3,0,634880,0,0
11.5,30.3,0,757760,0,0
12.3,30.3,0,684032,196,5851
10.4,30.3,0,1302528,1845,972
11.0,30.3,0,548864,282,381
11.4,30.3,0,933888,66,0
11.3,30.3,0,655360,404,1060
11.8,30.3,0,548864,86,161
11.5,30.4,0,544768,0,0
12.1,30.4,0,552960,196,134
12.5,30.4,0,548864,156,114
10.6,30.4,0,589824,478,379
10.3,30.3,0,622592,352,248
10.1,30.3,0,942080,157,399
11.2,30.4,0,1003520,224,120
10.5,30.4,0,1011712,0,0
10.1,30.3,0,1011712,514,1339
11.3,30.3,0,1003520,422,248
11.3,30.3,0,1011712,0,0
11.7,30.3,0,1007616,90,196
10.4,30.3,32768,1003520,8967,1163
22.2,30.3,0,2207744,86,0
13.5,30.4,0,1007616,196,134
20.9,30.7,0,1003520,38327,30922
30.1,30.7,0,1044480,3494101,60910
11.9,30.7,16384,28254208,86,98
10.7,30.7,0,1085440,0,0
10.6,30.7,0,761856,0,0
12.2,30.6,0,2441216,86,106
10.6,30.6,0,684032,262,220
10.2,30.6,0,761856,156,114
11.5,30.6,0,688128,392,268
12.9,30.6,0,614400,847,1365
10.6,30.5,0,1245184,0,0
10.4,30.5,0,688128,0,0
11.1,30.6,0,909312,152,247
12.5,30.6,0,995328,351,555
12.4,30.6,0,622592,390,363
7.1,30.6,0,544768,243,115
7.7,30.6,0,552960,0,0
32.2,30.8,0,1466368,24686,19416
20.5,30.8,0,1011712,4412809,55632
12.9,30.6,0,1011712,456,295
12.2,30.6,0,1007616,484,384
12.9,30.7,0,1003520,348,295
26.1,30.6,0,1011712,86,161
12.7,30.5,0,1007616,0,0
12.3,30.5,0,1163264,0,0
12.5,30.5,0,1011712,0,0
12.9,30.5,0,1007616,1119,6914
9.1,30.4,0,2269184,6787,818
7.4,30.5,0,1507328,392,268
7.2,30.5,0,1777664,438,359
22.9,30.2,0,970752,0,0
20.4,30.1,0,978944,90,196
6.8,30.2,0,974848,0,0
8.1,30.2,0,974848,196,134
7.7,30.2,98304,34058240,378,310
7.7,30.1,0,757760,0,0
28.2,30.3,0,753664,22066,14266
19.4,30.6,77824,692224,28105,20501
30.5,30.7,0,688128,1605596,27495
11.7,30.7,0,823296,110,134
12.6,30.6,0,692224,569,383
11.9,30.6,0,688128,348,295
13.0,30.6,0,2052096,0,0
12.6,30.6,0,552960,86,161
12.6,30.6,0,700416,0,276
12.1,30.6,0,966656,227,122
12.1,30.6,0,1314816,602,1184
12.6,30.6,0,688128,222,200
12.4,30.6,0,544768,478,366
13.2,30.6,0,712704,438,359
12.6,30.6,0,1007616,86,106
12.7,30.6,0,1003520,0,0
13.0,30.6,0,1011712,0,0
12.5,30.6,0,1007616,196,134
12.5,30.6,0,1011712,196,134
11.9,30.6,0,1011712,280,229
11.9,30.5,0,1007616,406,1070
12.3,30.5,0,1003520,155,469
11.8,30.5,0,1011712,0,0
14.4,30.6,0,1617920,196,134
13.3,30.7,0,1003520,392,268
13.2,30.7,16384,1114112,282,295
12.7,30.7,49152,1536000,14762,1188
10.7,30.7,0,1003520,0,0
31.7,30.8,0,5935104,27896,12849
19.2,30.8,0,2420736,69979,16366
11.9,30.9,114688,34152448,3323454,49284
11.0,30.9,0,749568,198,176
11.9,30.9,0,757760,392,268
11.2,30.9,0,761856,352,248
24.8,30.9,0,630784,86,111
10.4,30.8,0,688128,0,0
12.0,30.7,0,1003520,0,0
11.6,30.8,0,749568,282,295
10.4,30.8,0,1368064,110,134
10.8,30.8,0,688128,366,229
10.8,30.8,0,610304,406,1075
11.4,30.8,0,548864,0,0
10.5,30.8,0,692224,0,0
11.3,30.7,0,540672,196,134
9.8,30.8,0,552960,570,545
8.7,30.8,0,552960,348,381
9.0,30.8,0,540672,456,0
8.1,30.8,0,618496,0,106
8.7,30.8,0,552960,9088,359
9.1,30.8,0,614400,0,0
8.6,30.8,0,1011712,926,1800
7.8,30.8,0,1011712,156,114
10.0,30.8,0,999424,392,268
10.0,30.8,0,1007616,352,954
10.5,30.7,0,1732608,11270,234
10.7,30.6,0,999424,157,115
18.7,30.7,0,1470464,69954,21215
31.6,30.8,0,1032192,4685572,71080
11.9,30.7,0,1540096,196,134
10.2,30.7,0,1236992,172,204
0.0,35.0,0,0,0,0
9.8,35.0,0,745472,1223,640
7.7,35.0,0,749568,0,0
8.1,35.0,0,610304,248,316
9.7,35.0,0,802816,304,561
7.9,35.0,0,622592,282,295
22.4,33.8,0,917504,20106,32703
13.6,34.2,0,1568768,16115,10002
16.6,34.1,0,1011712,6749,86
15.9,34.1,0,999424,6789,4243
13.4,34.1,0,1007616,6953,4208
10.6,34.1,0,1011712,282,232
12.3,34.1,0,970752,8399,7211
9.9,34.1,0,974848,2487908,40380
15.4,34.1,0,1695744,14078,5548
13.1,34.1,0,999424,453,427
17.7,34.4,0,1654784,2559,31646
28.2,35.0,69632,2465792,276507,47361
20.1,35.2,20480,1081344,3782502,72116
16.8,35.3,0,974848,5025285,83713
25.8,34.6,0,1081344,776744,22980
17.7,34.7,0,34869248,9751,19446
19.4,34.8,16384,778240,16029,2713
10.4,34.8,0,761856,0,0
17.1,35.1,0,585728,46739,16930
19.6,35.3,0,757760,62704,16934
11.7,35.2,0,761856,886,460
15.2,35.3,24576,1191936,2240880,39069
13.5,35.3,0,618496,821483,10496
18.5,35.2,0,692224,0,0
29.7,35.0,86016,749568,33621,13966
17.2,34.6,0,1134592,148863,5460
20.0,34.6,0,622592,0,0
19.3,34.5,0,610304,0,0
13.2,34.5,28672,569344,15810,3165
9.9,34.4,0,552960,257,114
12.8,34.3,53248,622592,25335,2997
14.9,34.3,122880,733184,20417,10490
14.7,34.3,0,593920,43267,3951
9.2,34.3,0,913408,18917,704
8.4,34.2,0,548864,0,0
10.1,34.3,0,1122304,1569,1127
9.2,34.2,0,1007616,155,485
8.7,34.1,0,1007616,0,0
22.3,34.5,0,1011712,0,0
18.0,34.4,0,999424,306,374
17.7,34.2,0,2314240,282,326
17.6,34.3,0,1048576,4805,4222
14.5,34.3,0,2457600,139,86
12.1,34.3,0,974848,0,86
11.0,34.2,0,978944,152,98
11.9,34.0,81920,40665088,923,7810
17.7,33.5,0,757760,4797,10343
11.2,33.5,0,2379776,541,355
10.8,33.5,0,679936,1235827,21919
10.4,33.4,0,688128,2333083,29917
11.7,33.4,0,761856,3911,9155
15.4,33.3,0,679936,255,106
10.7,33.3,0,819200,478,429
10.1,33.3,0,552960,282,295
9.5,33.3,0,540672,0,0
10.8,33.3,0,548864,680,635
12.4,33.3,0,561152,0,0
10.0,33.3,0,770048,0,0
10.6,33.3,0,548864,401,1425
15.1,33.4,0,552960,458,354
16.6,33.4,0,610304,282,240
13.1,33.4,0,548864,242,275
10.5,33.5,16384,958464,0,0
19.4,33.5,0,999424,90,196
17.4,33.4,0,1007616,42,62
16.6,33.3,0,1011712,262,421
20.3,33.2,0,999424,0,0
20.1,33.2,0,1007616,306,374
16.5,33.3,0,1040384,264,5993
11.7,33.3,0,999424,1196,268
23.1,33.6,0,1007616,110,240
18.3,33.9,0,2666496,7801,7672
13.2,33.6,0,1015808,15328,17333
11.0,33.7,0,2269184,19976,14540
7.8,33.6,0,1200128,251,4056
10.6,33.7,0,1069056,13914,8835
14.3,33.8,0,1523712,6506,258
11.6,33.8,278528,42983424,0,149
9.8,33.8,0,749568,86,98
14.2,33.7,0,757760,14260,9052
12.4,33.7,0,802816,7095,4549
16.7,33.6,0,753664,156,114
10.9,33.6,0,757760,0,0
12.5,33.6,0,696320,213,151
11.6,33.6,0,749568,282,106
12.9,33.5,0,688128,196,134
11.6,33.5,0,929792,0,0
11.9,33.5,0,679936,196,134
12.0,32.8,0,626688,282,7868
13.5,32.8,0,552960,5178,9563
11.7,32.8,0,540672,339,106
14.6,32.8,0,548864,196,134
12.2,32.7,0,692224,392,268
12.9,32.7,0,610304,196,240
12.3,32.8,0,548864,66,86
12.2,32.7,0,552960,0,0
13.2,32.7,0,540672,66,141
14.6,32.7,0,618496,0,0
11.8,32.7,0,1081344,5694,8930
12.2,32.7,0,999424,392,268
9.3,32.8,0,1007616,417,635
11.3,32.8,0,1011712,247,315
11.9,32.8,0,1703936,66,0
10.6,32.8,0,2240512,0,0
13.1,32.8,0,1351680,0,0
13.1,32.9,0,999424,368,401
12.6,32.9,0,1515520,42,62
15.5,32.8,16384,2551808,564,590
15.8,32.8,0,25194496,86,161
11.4,32.7,0,761856,110,401
11.3,32.7,0,761856,695,565
13.4,32.7,0,610304,86,161
13.8,32.8,0,1077248,6398,7624
10.9,33.1,0,692224,16733,7893
25.4,33.5,0,679936,14198,11597
17.1,33.3,0,868352,92317,9035
16.2,33.3,0,552960,6839,258
16.0,33.3,0,610304,0,0
18.5,33.4,0,552960,86,161
16.9,33.4,0,557056,392,268
16.4,33.4,0,610304,7018,4549
13.4,33.3,0,548864,156,114
16.5,33.3,0,1032192,6078,1979
12.4,33.3,0,540672,1756,287
15.7,33.3,0,765952,0,0
12.0,33.3,0,1011712,196,134
18.0,33.3,0,999424,0,0
18.2,33.3,0,1007616,306,268
18.8,33.4,0,1011712,172,161
10.9,33.4,0,1003520,176,381
11.1,33.4,0,1007616,5895,14361
11.9,33.3,0,1011712,2233,230
21.8,33.6,0,999424,478,429
17.3,33.5,0,1007616,286,330
17.4,33.6,0,2564096,86,106
16.6,33.8,0,999424,8209,25023
13.5,33.8,0,974848,516,22513
11.4,33.9,0,978944,31170,47046
10.5,33.9,0,23945216,4057,2440
9.2,33.9,0,1503232,908,8374
9.5,33.9,0,761856,1895,1687
10.8,33.7,0,679936,156,114
10.7,33.3,0,798720,2405,9615
9.2,33.3,0,692224,251,302
11.5,33.3,0,765952,1155,7779
8.9,33.3,0,618496,1314,15489
11.9,33.3,0,884736,1879,330
19.6,33.5,0,610304,10281,21047
11.1,33.4,0,618496,20403,10310
11.7,33.4,0,745472,21329,34315
8.2,33.2,0,540672,7318,8582
10.0,33.2,0,548864,14281,12455
17.4,33.1,0,663552,2810,8773
9.8,33.2,0,540672,196,4084
10.8,32.7,0,626688,15488,13659
11.6,32.6,0,946176,8573,23931
11.6,32.6,0,999424,8188,8139
12.2,32.6,0,1007616,2984,15712
9.9,32.6,0,1011712,786,106
12.1,32.6,0,999424,5458,32495
8.2,32.6,0,1007616,845,240
11.3,32.6,0,1114112,725,731
18.2,32.5,0,1683456,9077,25248
27.1,33.1,0,1007616,816,298
19.0,33.2,0,1888256,66,86
21.5,33.0,0,2408448,196,134
20.2,33.0,0,974848,0,0
13.9,33.0,0,978944,478,535
11.9,32.9,114688,34074624,262,604
15.3,32.8,0,778240,176,295
12.0,32.7,0,782336,368,295
11.9,32.7,0,749568,8721,8729
10.0,32.7,0,1175552,2449174,34536
10.8,32.7,0,552960,196,134
11.1,32.7,0,610304,157,115
11.3,32.6,0,688128,0,0
12.5,32.7,0,692224,213,151
10.1,32.7,0,610304,282,106
11.3,32.7,0,618496,5527,8526
10.6,32.7,0,692224,196,134
11.1,32.7,0,561152,0,0
11.6,32.7,0,548864,0,0
13.4,32.7,0,622592,0,0
11.1,32.6,0,540672,0,0
10.8,32.6,0,618496,66,86
10.6,32.6,0,622592,196,134
17.7,32.7,0,540672,110,134
13.1,32.6,0,851968,368,295
16.2,32.7,0,622592,86,161
17.2,32.7,0,610304,110,295
16.9,32.7,0,548864,368,232
11.2,32.7,0,1011712,0,149
9.8,32.6,0,1597440,2936356,40546
16.0,32.6,0,1007616,262,134
21.9,32.6,0,1011712,0,0
18.2,32.7,0,1126400,86,161
15.4,32.7,0,1626112,86,106
12.2,32.7,0,1163264,0,0
10.9,32.7,32768,25055232,132,258
10.9,32.7,0,757760,439,410
10.8,32.7,0,708608,0,149
10.9,32.6,0,757760,0,0
11.0,32.5,0,757760,0,0
10.2,32.5,0,761856,0,0
9.9,32.5,0,679936,0,0
10.0,32.5,0,618496,196,134
10.4,32.5,0,552960,0,0
10.0,32.5,0,679936,544,515
15.9,32.5,0,618496,172,267
10.9,32.4,0,761856,110,295
13.4,32.4,0,749568,368,295
14.8,32.4,0,561152,0,0
10.4,32.4,0,552960,392,268
10.6,32.4,0,610304,196,220
11.1,32.4,0,618496,66,0
12.4,32.5,0,552960,1012746,16488
10.0,32.4,0,610304,3149900,38629
10.4,32.4,0,618496,0,0
10.5,32.4,0,552960,6336,9651
11.0,32.5,0,540672,196,134
22.8,32.8,0,618496,0,0
18.5,33.0,0,1167360,19971,19755
12.6,33.0,0,2162688,19348,12216
23.4,33.3,0,1544192,86437,132953
35.3,34.0,0,1458176,147864,172505
14.8,34.0,0,1601536,8740,9006
9.4,34.0,0,2265088,26507,8762
10.4,33.9,0,2129920,70468,8947
15.8,33.8,0,966656,3305,20139
12.6,33.8,0,1118208,9176,9392
9.6,33.7,49152,37724160,1571,8082
8.2,33.6,0,831488,0,0
8.1,33.6,0,757760,28956,22259
12.2,33.5,0,1454080,5807,2588
8.4,33.4,0,1277952,1750,8522
9.0,33.3,0,688128,516,7693
11.6,32.8,0,778240,1760,8028
8.5,32.7,0,610304,1206,7912
9.8,32.8,0,688128,1299,8021
9.4,32.7,0,552960,2828,24555
10.6,32.7,0,610304,4767,15913
10.2,32.8,0,618496,2233,23097
12.5,32.7,0,557056,6738,24619
8.4,32.7,0,610304,2324,8046
8.2,32.7,0,630784,1032,16085
10.0,32.6,0,622592,4030,16358
19.0,32.6,0,548864,2238,8082
9.8,32.7,0,688128,954,4581
10.8,32.7,0,552960,15930,13585
9.0,32.8,0,540672,692,8863
10.2,32.8,0,811008,439,249
11.2,32.7,0,1634304,0,0
9.0,32.7,0,1613824,1556,676
14.1,32.5,0,1007616,798,8327
8.1,32.5,0,1552384,736,106
9.5,32.5,0,1531904,1768,8922
8.3,32.5,0,1130496,0,0
9.6,32.5,0,1687552,0,0
8.3,32.5,0,999424,0,1908
7.9,32.5,0,974848,1008,537
9.2,32.5,0,978944,1410,8763
9.0,32.4,0,37974016,545,527
8.0,32.4,0,757760,110,240
8.1,32.5,0,1044480,86,0
8.9,32.5,0,749568,152,184
8.5,32.5,0,688128,2229,9076
8.2,32.5,0,692224,0,0
8.1,32.4,0,753664,544,515
8.1,32.4,0,548864,176,357
10.0,32.3,0,835584,110,295
9.2,32.3,0,540672,688,8555
9.7,32.3,0,688128,1473,542
9.4,32.3,0,790528,392,268
9.1,32.3,0,684032,786,7654
9.7,32.3,0,618496,4021,9108
9.7,32.4,0,622592,1997,14568
8.6,32.4,0,610304,1385,231
10.7,32.3,0,704512,0,0
9.2,32.3,0,622592,0,0
9.1,32.3,0,610304,196,134
10.5,32.4,0,618496,1686,8848
10.0,32.4,0,929792,91,115
10.2,32.4,0,1105920,108,62
10.1,32.4,0,1007616,196,220
9.5,32.4,0,1560576,152,161
10.0,32.4,0,1671168,2065,9265
9.5,32.4,0,1007616,0,0
10.3,32.5,0,1011712,478,429
9.2,32.5,0,1613824,152,247
8.3,32.5,0,1007616,196,295
9.8,32.5,0,1011712,2146,9404
8.3,32.5,65536,20574208,0,0
8.1,32.5,0,757760,392,268
8.6,32.5,0,696320,196,134
9.6,32.5,0,1818624,282,401
9.4,32.4,0,757760,1795,8910
9.2,32.5,0,622592,0,0
7.9,32.4,0,679936,0,0
10.6,32.5,0,757760,0,832
7.1,32.4,0,925696,649,451
8.7,32.4,0,610304,1747,8895
9.8,32.4,0,618496,86,161
10.5,32.4,0,622592,110,134
9.1,32.4,0,696320,262,357
8.8,32.4,0,548864,0,0
9.2,32.4,0,561152,2140,9378
9.5,32.4,0,610304,270,415
8.6,32.4,0,548864,515,588
10.5,32.4,0,626688,86,161
10.3,32.4,0,888832,196,5963
9.3,32.5,0,688128,3370,9332
10.3,32.5,0,901120,0,0
8.7,32.5,0,983040,478,429
15.6,32.6,0,548864,3000,30792
19.6,32.7,0,1437696,42807,46412
14.2,32.8,0,1875968,1295,938
17.5,32.8,0,1007616,3234,742
12.6,32.8,0,1011712,720,424
12.7,32.8,0,1634304,1040,757
13.4,32.8,0,1007616,1054,558
12.8,32.7,0,1114112,890,671
14.6,32.7,0,999424,806,424
12.2,32.7,0,1007616,1142,813
18.1,32.7,16384,23633920,1092,565
17.9,32.7,0,1462272,792,530
12.4,32.7,0,757760,1416,959
21.2,32.6,0,552960,969,680
11.5,32.6,0,679936,1490,1275
11.1,32.6,0,618496,964,565
11.9,32.6,0,696320,1368,825
10.7,32.6,0,679936,1062,664
13.4,32.6,0,618496,904,627
10.9,32.7,0,622592,1198,853
10.2,32.7,0,692224,1378,966
11.7,32.7,0,2002944,1296,750
13.2,32.8,0,622592,1580,891
11.1,32.8,0,544768,758,565
12.5,32.9,0,618496,13497,32435
8.6,33.0,0,581632,6500,23111
12.3,33.0,0,999424,6855,22934
12.3,33.1,0,761856,9184,24096
8.6,33.1,0,860160,3188,362
9.7,33.1,0,802816,66,0
8.2,33.1,0,1007616,2024,10851
9.0,33.1,0,1019904,2112,15035
8.6,33.2,0,1003520,3425,770
7.3,33.1,0,1548288,0,0
8.2,33.1,0,1011712,478,429
7.1,33.1,0,1441792,0,0
13.5,32.6,0,1646592,196,295
8.4,32.6,0,1011712,2966,22912
11.7,32.4,0,1003520,7376,8163
6.7,32.5,0,1007616,549,383
7.7,32.4,81920,23896064,196,240
6.9,32.4,0,749568,262,220
8.6,32.5,0,757760,0,0
7.2,32.5,0,761856,0,0
8.8,32.4,0,679936,0,0
13.5,32.5,0,688128,86,161
9.6,32.5,0,692224,196,134
8.7,32.5,0,749568,0,0
9.9,32.5,0,757760,5307,15443
8.2,32.5,0,761856,110,134
9.4,32.5,0,540672,258,259
11.2,32.5,0,692224,0,0
8.9,32.4,0,552960,478,429
7.7,32.5,0,540672,110,134
8.1,32.5,0,688128,1875,9564
8.9,32.5,0,561152,0,0
10.3,32.5,0,630784,262,381
8.4,32.5,0,552960,196,134
10.0,32.5,0,950272,586,15963
7.4,32.6,0,843776,11637,12929
7.0,32.6,0,548864,372,491
8.1,32.6,0,966656,196,134
10.1,32.7,0,1347584,4587,15147
7.8,32.6,0,1007616,86,161
8.7,32.7,0,1544192,157,115
6.8,32.7,0,999424,0,0
6.6,32.6,0,1007616,196,134
8.0,32.6,0,1462272,0,0
7.6,32.6,0,999424,0,0
8.8,32.6,0,1007616,238,196
8.6,32.6,32768,20094976,0,0
8.7,32.5,0,679936,0,0
8.1,32.5,0,757760,478,429
9.0,32.5,0,761856,540,240
10.8,32.4,0,749568,348,381
9.7,32.5,0,757760,0,86
9.2,32.5,0,692224,2237,15826
11.6,32.5,0,696320,2996,240
8.2,32.5,0,688128,74,74
6.8,32.5,0,622592,392,268
8.4,32.5,0,679936,368,456
7.7,32.5,0,905216,196,134
7.8,32.5,0,622592,86,161
7.3,32.5,0,540672,155,325
6.8,32.5,0,618496,0,0
7.2,32.5,0,552960,0,0
7.3,32.5,0,684032,196,134
7.3,32.5,0,630784,0,0
7.4,32.6,0,929792,91,115
7.7,32.5,0,540672,157,115
7.4,32.6,0,618496,262,134
8.3,32.6,0,557056,66,86
6.9,32.6,0,999424,478,429
6.6,32.6,0,1007616,282,295
8.7,32.6,0,1216512,282,295
8.6,32.6,0,999424,90,196
7.4,32.5,0,2326528,196,295
8.6,32.5,0,2150400,368,456
8.3,32.5,0,1404928,0,0
7.5,32.5,0,1183744,392,268
7.7,32.5,0,1011712,196,134
7.9,32.5,81920,22020096,282,232
9.3,32.4,0,761856,0,0
9.7,32.5,0,692224,0,0
8.7,32.5,0,610304,0,0
8.2,32.5,0,688128,86,161
6.4,32.5,0,622592,196,134
7.6,32.5,0,749568,0,0
7.7,32.5,0,630784,86,161
9.3,32.5,0,970752,6281,5508
6.8,32.5,0,540672,172,247
6.5,32.5,0,548864,66,0
6.9,32.5,0,622592,478,429
7.1,32.5,0,544768,110,134
7.9,32.6,0,688128,459,410
11.7,32.6,0,552960,66,0
6.9,32.6,0,540672,196,295
9.4,32.7,0,548864,196,134
9.6,32.7,0,557056,0,0
9.2,32.7,0,540672,520,491
10.2,32.6,0,974848,196,134
11.2,32.6,0,1011712,196,134
10.1,32.7,0,999424,86,106
11.3,32.6,0,1347584,74,74
10.4,32.7,0,1544192,86,310
9.4,32.7,0,999424,90,196
10.5,32.7,0,1007616,196,134
9.9,32.7,0,1544192,0,0
10.3,32.7,0,1478656,155,405
8.2,32.7,0,1007616,196,134
7.0,32.7,0,1011712,0,0
16.9,33.0,0,1613824,19517,21725
17.6,33.1,0,1802240,91644,6252
31.9,33.5,16384,25792512,70493,252099
13.3,33.4,0,761856,172220,29472
14.9,33.6,4096,1007616,13747,39342
16.7,33.6,0,692224,12454,1249
11.0,33.6,0,540672,196,134
10.6,33.6,0,720896,6745,4415
11.1,33.7,0,692224,458,268
8.1,33.7,0,679936,439,410
11.5,33.7,0,958464,262,220
8.2,33.6,0,987136,242,247
9.9,33.6,0,618496,0,0
10.3,33.6,8192,548864,0,0
9.6,33.6,0,622592,0,0
9.4,33.6,0,540672,196,134
10.3,33.6,0,618496,0,0
8.7,33.6,0,626688,818,8484
10.5,33.6,0,540672,1207,459
11.8,33.6,0,1007616,196,134
11.0,33.6,0,1757184,86,98
10.6,33.6,0,999424,478,429
9.1,33.6,0,1028096,798,8652
8.8,33.6,0,2027520,1504,802
9.0,33.6,0,2404352,0,0
9.5,33.5,0,974848,262,381
9.9,33.5,0,1527808,110,134
9.3,33.5,0,1085440,774,8700
8.0,33.5,0,2293760,1456,515
8.7,33.5,0,1081344,286,330
9.3,33.4,0,1597440,798,6752
14.6,33.2,0,1007616,824,106
12.6,33.2,16384,33103872,1434,9042
10.0,33.1,0,2236416,1702,8804
13.3,33.2,0,757760,329,437
8.8,33.2,0,761856,196,134
10.6,33.2,0,679936,0,0
8.7,33.2,0,548864,327,258
16.4,33.2,0,802816,1834,8967
10.3,33.2,0,679936,128,62
9.5,33.2,0,868352,0,0
13.7,33.2,0,552960,478,429
8.7,33.2,0,610304,196,453
8.8,33.1,0,757760,2088,9237
8.4,33.2,0,692224,6813,14820
9.2,33.2,0,610304,3572,713
8.5,33.3,0,618496,196,134
10.6,33.3,0,552960,0,0
11.2,33.3,0,548864,1972,9148
9.5,33.3,0,913408,196,134
9.8,33.3,0,921600,282,295
10.2,33.4,0,851968,250,195
7.7,33.4,0,618496,0,106
9.2,33.4,0,692224,1667,8898
7.7,33.3,0,1527808,86,161
8.6,33.3,0,1007616,196,134
7.7,33.3,0,1011712,66,86
8.0,33.2,0,999424,0,0
7.7,33.2,0,1130496,196,134
8.4,33.2,0,1626112,91,115
7.7,33.2,0,999424,132,86
8.7,33.2,0,1425408,392,268
8.7,33.2,32768,27107328,196,134
7.4,33.2,0,753664,458,621
7.7,33.1,0,757760,176,196
8.9,33.1,0,745472,282,456
7.9,33.0,0,749568,196,134
10.1,33.1,0,688128,0,0
8.4,33.1,0,761856,736,374
8.4,33.0,0,749568,196,134
9.3,33.0,0,757760,282,232
10.0,33.1,0,761856,0,0
8.0,33.1,0,610304,0,0
8.3,33.0,0,688128,86,161
9.6,33.1,0,552960,250,301
13.1,33.1,0,991232,2049,9287
8.3,33.2,0,548864,0,0
